Id,Probability
265,0.075502053
266,0.015365212
267,0.076695681
268,0.058112226
269,0.242694065
270,0.005953882
271,0.026361508
272,0.042800408
273,0.004414632
274,0.015354005
275,0.007937063
276,0.022096198
277,0.01492953
278,0.007169988
279,0.058227304
280,0.023188904
281,0.655664146
282,0.047689725
283,0.056354206
284,0.008454373
285,0.008868504
286,0.00848973
287,0.010023928
288,0.043768391
289,0.072844863
290,0.081061117
291,0.274150014
292,0.006667702
293,0.032357872
294,0.011963781
295,0.005492868
296,0.028021127
297,0.013345733
298,0.030040829
299,0.004534704
300,0.00653675
301,0.075285643
302,0.007244387
303,0.010196428
304,0.008672344
305,0.386000216
306,0.045702286
307,0.002700289
308,0.241462618
309,0.276575685
310,0.010105643
311,0.459786952
312,0.015172767
313,0.304704428
314,0.041200634
315,0.044931307
316,0.085903674
317,0.312663972
318,0.009872357
319,0.007453063
320,0.080185004
321,0.107670195
322,0.014973802
323,0.012461131
324,0.008492893
325,0.078740291
326,0.009215995
327,0.015444139
328,0.012433699
329,0.022667093
330,0.00500082
331,0.012483767
332,0.019159587
333,0.012221883
334,0.022218715
335,0.035190329
336,0.048208233
337,0.013037028
338,0.243393525
339,0.017355371
340,0.009425705
341,0.004364588
342,0.012624046
343,0.013961761
344,0.036232933
345,0.021413801
346,0.016103555
347,0.374042183
348,0.096578158
349,0.017933043
350,0.007731396
351,0.065869868
352,0.028479708
353,0.004884105
354,0.122479551
355,0.008567289
356,0.005096921
357,0.637001395
358,0.005951086
359,0.031860095
360,0.19748801
361,0.017110072
362,0.007510944
363,0.0058405
364,0.015295994
365,0.100785688
366,0.106628582
367,0.024792712
368,0.074343942
369,0.012817455
370,0.375246704
371,0.012688877
372,0.093096122
373,0.015482577
374,0.011131236
375,0.011521327
376,0.00441687
377,0.026879804
378,0.006402677
379,0.014950779
380,0.017397692
381,0.008153236
382,0.01951959
383,0.030453997
384,0.088387795
385,0.007813937
386,0.005450732
387,0.004325994
388,0.01477513
389,0.024988689
390,0.010961852
391,0.004661406
392,0.006450064
393,0.02062167
394,0.112620994
395,0.009676727
396,0.004705471
397,0.074459106
398,0.155835196
399,0.012208132
400,0.021076877
401,0.007505976
402,0.004653405
403,0.016101666
404,0.003651378
405,0.810214043
406,0.671854675
407,0.023290807
408,0.068499848
409,0.021831896
410,0.014935631
411,0.029132066
412,0.041362174
413,0.096794255
414,0.011188087
415,0.008079131
416,0.134947047
417,0.127033934
418,0.050909199
419,0.009779492
420,0.014063494
421,0.009988944
422,0.007079497
423,0.035585396
424,0.004244178
425,0.005688957
426,0.008871687
427,0.020829227
428,0.014387981
429,0.074684218
430,0.008772223
431,0.302892447
432,0.006341123
433,0.010846234
434,0.012773035
435,0.02261739
436,0.034301076
437,0.058166523
438,0.107488111
439,0.00696312
440,0.035772365
441,0.012192226
442,0.02800037
443,0.04833968
444,0.00449686
445,0.041356254
446,0.290343553
447,0.010021751
448,0.088763908
449,0.043313112
450,0.005588547
451,0.024551541
452,0.004026492
453,0.098185316
454,0.011096726
455,0.069164164
456,0.02709716
457,0.047719304
458,0.010342336
459,0.070315354
460,0.01301745
461,0.012332487
462,0.068474084
463,0.012747875
464,0.056042403
465,0.040371235
466,0.004947758
467,0.010546158
468,0.016234301
469,0.006800432
470,0.196134374
471,0.002845367
472,0.010375625
473,0.341433465
474,0.041967489
475,0.017238881
476,0.010500154
477,0.005107513
478,0.013887567
479,0.027604109
480,0.010128527
481,0.067926183
482,0.006577381
483,0.042932995
484,0.04348753
485,0.00265912
486,0.283854693
487,0.016996987
488,0.068944879
489,0.090709761
490,0.016031465
491,0.009116385
492,0.027518542
493,0.366952181
494,0.0115011
495,0.228793159
496,0.018479511
497,0.01352226
498,0.010420683
499,0.08391773
500,0.010496072
501,0.013003049
502,0.009829337
503,0.029945146
504,0.01301581
505,0.00730274
506,0.146039575
507,0.044330057
508,0.004096695
509,0.005275435
510,0.014916436
511,0.013736259
512,0.220232815
513,0.042885665
514,0.023167349
515,0.01823133
516,0.307063371
517,0.007709653
518,0.012282933
519,0.003984103
520,0.012934724
521,0.004899363
522,0.008156558
523,0.081776828
524,0.042582896
525,0.052185062
526,0.493488789
527,0.131264478
528,0.006969215
529,0.161063865
530,0.019306209
531,0.007959088
532,0.004520951
533,0.013888077
534,0.003658364
535,0.01152489
536,0.004399791
537,0.012285658
538,0.06632717
539,0.017824346
540,0.006454894
541,0.015497353
542,0.026800992
543,0.048362836
544,0.099265166
545,0.016875187
546,0.006481928
547,0.042421822
548,0.005197323
549,0.005670629
550,0.120750338
551,0.213565513
552,0.110192262
553,0.012667126
554,0.007825746
555,0.103621133
556,0.020070465
557,0.020838751
558,0.024439977
559,0.086736754
560,0.037373107
561,0.00329369
562,0.011679109
563,0.082506046
564,0.037038062
565,0.119858623
566,0.006865198
567,0.004458229
568,0.02567463
569,0.34068355
570,0.04383776
571,0.13828373
572,0.02401017
573,0.016691189
574,0.060756743
575,0.062753722
576,0.004260715
577,0.037856214
578,0.006660118
579,0.106158815
580,0.007543774
581,0.009344243
582,0.011277164
583,0.005523814
584,0.020353109
585,0.03745272
586,0.005022098
587,0.011939253
588,0.068330087
589,0.010956053
590,0.01139373
591,0.122340269
592,0.009472162
593,0.01509761
594,0.013250499
595,0.159953505
596,0.023785403
597,0.016532013
598,0.01748603
599,0.026974211
600,0.008097272
601,0.009214219
602,0.043906711
603,0.013612907
604,0.009936973
605,0.090397865
606,0.008188856
607,0.078940064
608,0.019251043
609,0.213176623
610,0.016732438
611,0.046939686
612,0.005660767
613,0.006958821
614,0.030899813
615,0.01589785
616,0.005141784
617,0.094416447
618,0.007220377
619,0.014896956
620,0.022620071
621,0.003745093
622,0.039835948
623,0.019972978
624,0.01820248
625,0.065357134
626,0.591715693
627,0.08110027
628,0.011676568
629,0.008312727
630,0.167323634
631,0.008999427
632,0.019029066
633,0.004761314
634,0.041332565
635,0.126426905
636,0.002672677
637,0.006720283
638,0.014688727
639,0.081122942
640,0.005943819
641,0.008653913
642,0.379891098
643,0.099771485
644,0.579549015
645,0.075884357
646,0.328964829
647,0.011288685
648,0.09404999
649,0.005383635
650,0.013960107
651,0.325715065
652,0.010564635
653,0.061898477
654,0.493831545
655,0.010781903
656,0.021129027
657,0.012050748
658,0.011781245
659,0.089173511
660,0.176061705
661,0.025043659
662,0.203535035
663,0.121088289
664,0.114065476
665,0.48413825
666,0.00385317
667,0.013149494
668,0.094074123
669,0.365779459
670,0.02869021
671,0.00473223
672,0.082922421
673,0.029931908
674,0.00454832
675,0.438001245
676,0.200654909
677,0.023886127
678,0.028859545
679,0.027369937
680,0.158120707
681,0.037855573
682,0.010633807
683,0.047715086
684,0.016317273
685,0.10014005
686,0.004048554
687,0.005149986
688,0.010360762
689,0.09833619
690,0.01836374
691,0.051526092
692,0.427168816
693,0.027423825
694,0.03156903
695,0.024893323
696,0.015022365
697,0.004399528
698,0.041321203
699,0.219507083
700,0.011201446
701,0.006525877
702,0.204163685
703,0.097704366
704,0.456190348
705,0.018206842
706,0.009420302
707,0.031221824
708,0.012469708
709,0.019958874
710,0.006239852
711,0.05155047
712,0.152224839
713,0.014391255
714,0.010587699
715,0.01290042
716,0.432176828
717,0.007740316
718,0.039691113
719,0.021248464
720,0.006119492
721,0.005658197
722,0.015008191
723,0.05376232
724,0.009191479
725,0.218264669
726,0.022635531
727,0.011499494
728,0.033598285
729,0.056707241
730,0.609912574
731,0.022075942
732,0.03356785
733,0.003500934
734,0.009366897
735,0.091465876
736,0.022254433
737,0.037279919
738,0.101512
739,0.012569553
740,0.005988737
741,0.011994245
742,0.010512928
743,0.045613296
744,0.022853049
745,0.010394453
746,0.044620927
747,0.006693339
748,0.032443456
749,0.025285685
750,0.061346043
751,0.225393504
752,0.006207941
753,0.008118175
754,0.003137686
755,0.022220079
756,0.013027539
757,0.032313678
758,0.01485958
759,0.006556511
760,0.009975764
761,0.011735373
762,0.046754021
763,0.079420716
764,0.005938645
765,0.013477908
766,0.059829716
767,0.00634833
768,0.059115443
769,0.011388719
770,0.128376499
771,0.007264229
772,0.161970899
773,0.07275302
774,0.00648414
775,0.04279355
776,0.010493502
777,0.114771992
778,0.007986959
779,0.014664522
780,0.354657561
781,0.072283506
782,0.031495124
783,0.016087085
784,0.047817327
785,0.01719928
786,0.09355253
787,0.042866986
788,0.027018726
789,0.086974293
790,0.139680162
791,0.024918634
792,0.384394646
793,0.088980608
794,0.024667695
795,0.296655685
796,0.005452573
797,0.086137943
798,0.017415179
799,0.253187865
800,0.018565327
801,0.013861172
802,0.01041359
803,0.057285964
804,0.01307335
805,0.272325873
806,0.016947517
807,0.005999125
808,0.038751077
809,0.03492387
810,0.043678809
811,0.081251696
812,0.033194449
813,0.030339919
814,0.011016844
815,0.142758757
816,0.033566575
817,0.004190064
818,0.019914553
819,0.004960701
820,0.052695286
821,0.014144492
822,0.186554849
823,0.009456689
824,0.013101146
825,0.012768218
826,0.016017148
827,0.035442144
828,0.019671982
829,0.013955028
830,0.013783873
831,0.143119201
832,0.018972419
833,0.128527984
834,0.010125597
835,0.06282448
836,0.024505699
837,0.143578544
838,0.017097695
839,0.085348971
840,0.430174112
841,0.185128972
842,0.042882454
843,0.158445016
844,0.066064693
845,0.649742663
846,0.725269675
847,0.013561359
848,0.007363417
849,0.221168488
850,0.017280584
851,0.025896123
852,0.012236895
853,0.077201068
854,0.01781041
855,0.004047624
856,0.02256247
857,0.032716852
858,0.034098011
859,0.002951666
860,0.04917109
861,0.314197302
862,0.003559171
863,0.006667229
864,0.008203227
865,0.012840173
866,0.009396935
867,0.006644297
868,0.077441379
869,0.03125165
870,0.005076997
871,0.015501849
872,0.034229018
873,0.005744919
874,0.006081764
875,0.004815359
876,0.034819026
877,0.014551605
878,0.022938009
879,0.004576377
880,0.027572373
881,0.012965931
882,0.061989263
883,0.074942157
884,0.031655181
885,0.003212756
886,0.018841339
887,0.064290591
888,0.536937594
889,0.022897702
890,0.037359219
891,0.008275068
892,0.00848782
893,0.504783094
894,0.699395895
895,0.018931942
896,0.018512944
897,0.012897003
898,0.003919227
899,0.016028726
900,0.005281715
901,0.038082369
902,0.034495085
903,0.009887714
904,0.006460465
905,0.006942858
906,0.013633513
907,0.086213462
908,0.1503364
909,0.066395916
910,0.014176617
911,0.025515821
912,0.050750781
913,0.005476059
914,0.013183074
915,0.058460772
916,0.013642604
917,0.023656176
918,0.008670771
919,0.017479559
920,0.026119782
921,0.046612743
922,0.090860747
923,0.107252941
924,0.011677447
925,0.009103097
926,0.071728587
927,0.045725968
928,0.018322011
929,0.047666252
930,0.221815392
931,0.216617629
932,0.01421361
933,0.018013779
934,0.021389458
935,0.004065633
936,0.003378161
937,0.007581761
938,0.014026062
939,0.047183063
940,0.005250815
941,0.065134622
942,0.00338165
943,0.047260638
944,0.18964681
945,0.013078413
946,0.010969724
947,0.052169848
948,0.018726954
949,0.015340869
950,0.009056424
951,0.003148071
952,0.10100314
953,0.05957561
954,0.004238936
955,0.143377319
956,0.051868111
957,0.010591495
958,0.019341709
959,0.017064326
960,0.014222873
961,0.009925439
962,0.010443874
963,0.005664209
964,0.013997097
965,0.029977188
966,0.040461946
967,0.050082508
968,0.031116262
969,0.260149062
970,0.113492765
971,0.007803497
972,0.342476696
973,0.01206213
974,0.115503184
975,0.008325887
976,0.024218492
977,0.072279461
978,0.023077039
979,0.059340004
980,0.544823587
981,0.006719246
982,0.006448848
983,0.011771795
984,0.006569799
985,0.026861425
986,0.254192114
987,0.005243647
988,0.010900918
989,0.01643849
990,0.014167051
991,0.0264559
992,0.002581751
993,0.00747868
994,0.055320643
995,0.005587725
996,0.381348819
997,0.007608501
998,0.021324269
999,0.013811267
1000,0.010466884
1001,0.002799545
1002,0.057193048
1003,0.021617133
1004,0.020013282
1005,0.056704052
1006,0.014919539
1007,0.029880319
1008,0.007590352
1009,0.011830255
1010,0.007899986
1011,0.009940492
1012,0.015426277
1013,0.020431312
1014,0.069522552
1015,0.013655975
1016,0.145663664
1017,0.00576768
1018,0.365503311
1019,0.030640645
1020,0.002947195
1021,0.017815318
1022,0.057065006
1023,0.016981792
1024,0.226598412
1025,0.018434491
1026,0.007858197
1027,0.021294437
1028,0.013263486
1029,0.002951621
1030,0.009625831
1031,0.008511014
1032,0.027446231
1033,0.009405532
1034,0.022346079
1035,0.004698949
1036,0.008789538
1037,0.007595493
1038,0.005175002
1039,0.011378314
1040,0.003880489
1041,0.069563821
1042,0.360269576
1043,0.00890013
1044,0.033415001
1045,0.019908287
1046,0.009775868
1047,0.007996161
1048,0.021983279
1049,0.008807728
1050,0.010926634
1051,0.013948908
1052,0.042708185
1053,0.178074464
1054,0.005162747
1055,0.075856358
1056,0.002994507
1057,0.004378831
1058,0.013547798
1059,0.086284153
1060,0.059107859
1061,0.056158692
1062,0.05016065
1063,0.009317127
1064,0.024369135
1065,0.123957336
1066,0.017328395
1067,0.023488402
1068,0.004531242
1069,0.014595521
1070,0.01102217
1071,0.012326235
1072,0.070225254
1073,0.445180416
1074,0.012560264
1075,0.020044534
1076,0.067088902
1077,0.031412713
1078,0.008982725
1079,0.156992748
1080,0.046939936
1081,0.025908478
1082,0.123594381
1083,0.018541092
1084,0.058599435
1085,0.022493931
1086,0.010646447
1087,0.023221605
1088,0.076838322
1089,0.322593927
1090,0.010373711
1091,0.006996109
1092,0.006444914
1093,0.073856927
1094,0.010621669
1095,0.217439517
1096,0.057155155
1097,0.051458351
1098,0.09470167
1099,0.08845371
1100,0.046154238
1101,0.022403428
1102,0.008980886
1103,0.020174876
1104,0.008047231
1105,0.044180222
1106,0.043682415
1107,0.015967144
1108,0.154011399
1109,0.080909148
1110,0.015941033
1111,0.015657026
1112,0.00782723
1113,0.013939382
1114,0.019939143
1115,0.013663625
1116,0.011339994
1117,0.067216404
1118,0.235147431
1119,0.011711163
1120,0.019961622
1121,0.036850221
1122,0.005038963
1123,0.018724909
1124,0.116391629
1125,0.021523695
1126,0.117731169
1127,0.013404688
1128,0.329727948
1129,0.017728889
1130,0.019676561
1131,0.012183265
1132,0.469679534
1133,0.020859767
1134,0.099561505
1135,0.208935946
1136,0.043618962
1137,0.007286028
1138,0.009509479
1139,0.018568588
1140,0.010995687
1141,0.013069567
1142,0.009182096
1143,0.137225688
1144,0.308543593
1145,0.03862717
1146,0.026178693
1147,0.077177025
1148,0.02076696
1149,0.037048709
1150,0.012109202
1151,0.019339208
1152,0.084497616
1153,0.00441464
1154,0.01369072
1155,0.117129542
1156,0.012834704
1157,0.472943366
1158,0.606438398
1159,0.043490198
1160,0.00673635
1161,0.246510446
1162,0.046376266
1163,0.037602603
1164,0.037053343
1165,0.06074129
1166,0.023793161
1167,0.246481732
1168,0.00845372
1169,0.01436451
1170,0.019986637
1171,0.401804119
1172,0.018981952
1173,0.020165518
1174,0.015092121
1175,0.052368455
1176,0.42556265
1177,0.567050755
1178,0.272511393
1179,0.014359879
1180,0.109071806
1181,0.570208669
1182,0.026388999
1183,0.058149755
1184,0.195230946
1185,0.038707364
1186,0.114065364
1187,0.104091823
1188,0.628683984
1189,0.057780396
1190,0.004767308
1191,0.444098026
1192,0.005266482
1193,0.602324247
1194,0.03045043
1195,0.119834423
1196,0.005676484
1197,0.006170287
1198,0.010418663
1199,0.11503315
1200,0.05585001
1201,0.021750186
1202,0.005037719
1203,0.005150404
1204,0.002477144
1205,0.014994718
1206,0.008774608
1207,0.483409286
1208,0.033445392
1209,0.103227124
1210,0.014249519
1211,0.10246937
1212,0.076827072
1213,0.003752083
1214,0.005967142
1215,0.744288087
1216,0.017217021
1217,0.083004199
1218,0.004406009
1219,0.070167355
1220,0.018211685
1221,0.048039526
1222,0.050626934
1223,0.121185876
1224,0.006642113
1225,0.060360327
1226,0.014162436
1227,0.007905011
1228,0.071183749
1229,0.336570054
1230,0.603426814
1231,0.019354485
1232,0.091578603
1233,0.02024661
1234,0.695460558
1235,0.824914873
1236,0.008373744
1237,0.069346584
1238,0.494348168
1239,0.0559991
1240,0.023920204
1241,0.003777658
1242,0.033159938
1243,0.008559873
1244,0.027624097
1245,0.052603099
1246,0.117886692
1247,0.023189122
1248,0.005560269
1249,0.089593887
1250,0.010897033
1251,0.290151775
1252,0.089093663
1253,0.005268656
1254,0.120490655
1255,0.036601637
1256,0.06821955
1257,0.023080047
1258,0.013840043
1259,0.006519466
1260,0.244867936
1261,0.018341972
1262,0.086264372
1263,0.096747287
1264,0.01617988
1265,0.00478173
1266,0.028916514
1267,0.068679236
1268,0.078899905
1269,0.024347197
1270,0.048645932
1271,0.00674247
1272,0.229263335
1273,0.129124537
1274,0.072063729
1275,0.114951491
1276,0.610691011
1277,0.025487676
1278,0.304475456
1279,0.022091357
1280,0.009721642
1281,0.21971719
1282,0.007386976
1283,0.050463811
1284,0.052676719
1285,0.009632762
1286,0.00969988
1287,0.015790807
1288,0.087218225
1289,0.018971406
1290,0.047685225
1291,0.020587429
1292,0.141664028
1293,0.057518836
1294,0.633292615
1295,0.024604505
1296,0.007628444
1297,0.030298591
1298,0.009388651
1299,0.004654213
1300,0.083419785
1301,0.018198118
1302,0.027500376
1303,0.12743251
1304,0.063978367
1305,0.006401443
1306,0.004856837
1307,0.091991909
1308,0.004318964
1309,0.027058769
1310,0.08779455
1311,0.004570704
1312,0.009385495
1313,0.087030418
1314,0.011954327
1315,0.057293456
1316,0.015490917
1317,0.517777145
1318,0.01857969
1319,0.010856654
1320,0.010064134
1321,0.006654896
1322,0.030862343
1323,0.056814414
1324,0.039069664
1325,0.049905177
1326,0.010195774
1327,0.030174317
1328,0.039279815
1329,0.123904541
1330,0.01844904
1331,0.031049309
1332,0.003323618
1333,0.033409212
1334,0.022608159
1335,0.070936903
1336,0.066613264
1337,0.011807705
1338,0.039413031
1339,0.167709395
1340,0.046199162
1341,0.012911087
1342,0.014452823
1343,0.007879404
1344,0.018696401
1345,0.014964508
1346,0.010548657
1347,0.069549799
1348,0.105404705
1349,0.128962144
1350,0.008781324
1351,0.03383394
1352,0.04135102
1353,0.006011398
1354,0.010564227
1355,0.016597271
1356,0.011022774
1357,0.052419335
1358,0.012298961
1359,0.025039695
1360,0.005421176
1361,0.257617712
1362,0.005905778
1363,0.006219006
1364,0.020707959
1365,0.058265202
1366,0.007407802
1367,0.010755798
1368,0.162482768
1369,0.541839719
1370,0.007741689
1371,0.103779845
1372,0.013587818
1373,0.01299342
1374,0.085002102
1375,0.114719875
1376,0.016868526
1377,0.369109452
1378,0.012718461
1379,0.013286835
1380,0.003556055
1381,0.099959552
1382,0.078516714
1383,0.027871942
1384,0.006177561
1385,0.010723143
1386,0.007646243
1387,0.030564595
1388,0.089922205
1389,0.053080264
1390,0.037927002
1391,0.017391596
1392,0.017108452
1393,0.040798534
1394,0.118990593
1395,0.057592791
1396,0.050889418
1397,0.024585662
1398,0.012474213
1399,0.116978683
1400,0.059246067
1401,0.017075799
1402,0.007987927
1403,0.01190831
1404,0.055590093
1405,0.010479376
1406,0.008052456
1407,0.056112479
1408,0.027029695
1409,0.018597061
1410,0.010033382
1411,0.00818448
1412,0.006788172
1413,0.016807128
1414,0.01099761
1415,0.012220006
1416,0.01473555
1417,0.043462198
1418,0.005636978
1419,0.551488936
1420,0.024233181
1421,0.031248253
1422,0.08902739
1423,0.003731974
1424,0.046019141
1425,0.010112368
1426,0.012362679
1427,0.017141728
1428,0.014616783
1429,0.032952182
1430,0.018620059
1431,0.131854773
1432,0.008913195
1433,0.022114713
1434,0.008008272
1435,0.008736878
1436,0.4165456
1437,0.020944964
1438,0.00640509
1439,0.019375123
1440,0.462559521
1441,0.010935415
1442,0.011096319
1443,0.003007044
1444,0.018360535
1445,0.008066759
1446,0.346010417
1447,0.093532987
1448,0.013986005
1449,0.004761626
1450,0.004612056
1451,0.111712903
1452,0.013637092
1453,0.011602107
1454,0.007100986
1455,0.030366644
1456,0.221962512
1457,0.018498184
1458,0.008561026
1459,0.00798183
1460,0.024232233
1461,0.010912889
1462,0.012532935
1463,0.158024013
1464,0.005608654
1465,0.009991189
1466,0.016571343
1467,0.069835737
1468,0.003163443
1469,0.115532212
1470,0.007654801
1471,0.209297284
1472,0.02497467
1473,0.012701104
1474,0.019347487
1475,0.24788256
1476,0.22629106
1477,0.031219341
1478,0.005358442
1479,0.072934248
1480,0.013967238
1481,0.009621754
1482,0.059310339
1483,0.004293859
1484,0.009459969
1485,0.387805104
1486,0.560498238
1487,0.039161172
1488,0.008679419
1489,0.051512565
1490,0.016902596
1491,0.059153181
1492,0.051553238
1493,0.014329943
1494,0.043230806
1495,0.181261763
1496,0.013914092
1497,0.007683265
1498,0.118341453
1499,0.018448038
1500,0.009594465
1501,0.121488251
1502,0.033007935
1503,0.107628368
1504,0.092798777
1505,0.003069391
1506,0.077231847
1507,0.031434294
1508,0.037351672
1509,0.042437825
1510,0.012812128
1511,0.005096064
1512,0.025362471
1513,0.014631975
1514,0.015280037
1515,0.013832391
1516,0.006226914
1517,0.176539898
1518,0.159007609
1519,0.017633855
1520,0.028205045
1521,0.053382762
1522,0.041146591
1523,0.016288506
1524,0.003864964
1525,0.052927695
1526,0.167648643
1527,0.077214792
1528,0.031608194
1529,0.017930994
1530,0.030279553
1531,0.015509011
1532,0.059529986
1533,0.202003151
1534,0.05569458
1535,0.010283141
1536,0.012992816
1537,0.448536128
1538,0.013224091
1539,0.004158751
1540,0.006825338
1541,0.272114694
1542,0.00749615
1543,0.029662965
1544,0.024379183
1545,0.008733665
1546,0.004732489
1547,0.098912813
1548,0.044306837
1549,0.08106368
1550,0.012696334
1551,0.009970613
1552,0.015653344
1553,0.084190018
1554,0.017144604
1555,0.56561631
1556,0.013537216
1557,0.003849084
1558,0.496748745
1559,0.094151407
1560,0.125233546
1561,0.020041004
1562,0.009555112
1563,0.054959591
1564,0.005807199
1565,0.034172367
1566,0.017708946
1567,0.006781952
1568,0.004908057
1569,0.027957445
1570,0.28628692
1571,0.012872178
1572,0.020405013
1573,0.047489729
1574,0.004780886
1575,0.017428711
1576,0.023762055
1577,0.005338825
1578,0.018871656
1579,0.007981543
1580,0.0116389
1581,0.007592136
1582,0.010103049
1583,0.005778706
1584,0.007113382
1585,0.011592864
1586,0.196437001
1587,0.126811698
1588,0.232721031
1589,0.007890662
1590,0.004395272
1591,0.026791887
1592,0.006907559
1593,0.006611928
1594,0.217456162
1595,0.149746418
1596,0.011640743
1597,0.009650158
1598,0.010023388
1599,0.030856498
1600,0.004969127
1601,0.00493492
1602,0.007168956
1603,0.069591932
1604,0.009535533
1605,0.009222537
1606,0.041607216
1607,0.037386175
1608,0.028667059
1609,0.017540352
1610,0.006885698
1611,0.025588699
1612,0.122850262
1613,0.020127462
1614,0.118390433
1615,0.009940651
1616,0.800022066
1617,0.672086775
1618,0.019553421
1619,0.082558334
1620,0.52864188
1621,0.522265971
1622,0.042837322
1623,0.669857681
1624,0.036956966
1625,0.004951859
1626,0.005351535
1627,0.018597104
1628,0.011145678
1629,0.021314142
1630,0.007709397
1631,0.0066198
1632,0.356990159
1633,0.145219997
1634,0.021652849
1635,0.013185673
1636,0.05987737
1637,0.013203287
1638,0.012887402
1639,0.006495272
1640,0.048716333
1641,0.005650229
1642,0.005572678
1643,0.018787973
1644,0.016865348
1645,0.005942861
1646,0.0049655
1647,0.409772098
1648,0.077767968
1649,0.018956413
1650,0.046926472
1651,0.53481257
1652,0.00774811
1653,0.013241812
1654,0.106653586
1655,0.008230129
1656,0.00484369
1657,0.004113032
1658,0.01803086
1659,0.024563745
1660,0.486954898
1661,0.040018544
1662,0.129445136
1663,0.009641426
1664,0.066204458
1665,0.02962428
